unit_number,time_stamp,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,status,rul
1.0,2017-06-08 12:00:00,-0.0021,-0.0003,100.0,518.67,642.22,,1411.35,14.62,21.61,554.22,2388.07,9045.72,1.3,47.64,521.55,2388.08,8132.49,8.4241,0.03,392.0,2388.0,100.0,38.93,23.409,0.0,93.0
1.0,2017-07-04 12:00:00,0.0016,0.0001,100.0,518.67,642.49,1582.64,1418.5,14.62,21.61,553.72,2388.05,9049.11,,47.49,521.35,2388.08,8130.94,8.4378,0.03,392.0,2388.0,100.0,38.85,23.2289,0.0,67.0
1.0,2017-08-22 12:00:00,0.0001,0.0002,100.0,518.67,643.61,1603.29,1422.52,14.62,21.61,551.64,2388.23,9042.66,1.3,47.86,520.38,2388.22,8125.76,8.489,0.03,394.0,2388.0,100.0,38.58,23.1573,0.0,18.0
1.0,2017-05-07 12:00:00,-0.0018,0.0,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.1,9051.78,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392.0,2388.0,100.0,38.95,23.3174,0.0,125.0
1.0,2017-04-27 12:00:00,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390.0,2388.0,100.0,38.93,23.2893,0.0,135.0
1.0,2017-08-23 12:00:00,-0.002,-0.0003,100.0,518.67,642.86,1592.27,1422.73,14.62,21.61,551.91,2388.23,,1.3,47.84,519.8,2388.2,8123.8,8.4853,,394.0,2388.0,,38.72,23.2491,0.0,
1.0,2017-06-19 12:00:00,0.0008,0.0004,100.0,518.67,642.67,1584.38,1408.11,14.62,21.61,553.49,2388.12,9051.64,1.3,47.62,,2388.14,8132.4,8.4447,0.03,392.0,2388.0,100.0,38.92,23.2135,0.0,82.0
1.0,2017-08-06 12:00:00,-0.0006,0.0001,100.0,518.67,642.89,1589.54,1420.37,14.62,21.61,552.18,2388.13,,1.3,47.76,520.65,2388.23,8127.61,8.4403,0.03,394.0,2388.0,100.0,38.76,23.253,0.0,34.0
1.0,2017-07-31 12:00:00,0.0011,,100.0,518.67,642.99,,1414.56,14.62,21.61,552.68,2388.14,9049.43,1.3,47.74,520.69,2388.17,8124.14,8.4435,0.03,393.0,2388.0,100.0,38.78,23.1719,0.0,40.0
1.0,2017-05-08 12:00:00,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,,2388.07,9050.59,1.3,,522.22,2388.1,8129.13,8.4292,0.03,392.0,2388.0,100.0,39.0,23.3742,0.0,124.0
1.0,2017-08-01 12:00:00,-0.0012,0.0,100.0,518.67,642.81,1597.03,1416.07,14.62,21.61,552.57,2388.14,9049.08,1.3,47.73,520.72,2388.18,8129.24,8.4794,0.03,394.0,2388.0,100.0,38.82,23.2366,0.0,39.0
1.0,2017-09-05 12:00:00,-0.0006,0.0002,100.0,518.67,644.18,1596.17,1428.01,14.62,21.61,550.7,2388.27,9044.55,1.3,48.08,519.58,2388.33,8117.51,,0.03,395.0,2388.0,100.0,38.48,23.1127,0.0,4.0
1.0,2017-03-03 12:00:00,-0.0043,0.0003,,518.67,642.35,1587.99,1404.2,14.62,21.61,554.26,2388.08,9052.94,1.3,,522.42,2388.03,8133.23,8.4178,0.03,390.0,2388.0,100.0,38.95,23.3442,0.0,190.0
1.0,2017-07-27 12:00:00,0.0025,0.0004,100.0,518.67,642.9,1592.78,1410.7,14.62,21.61,552.54,2388.17,9057.24,1.3,47.83,521.13,2388.15,8124.34,8.4731,0.03,394.0,2388.0,100.0,38.77,23.2565,,44.0
1.0,2017-06-13 12:00:00,0.0024,0.0004,100.0,518.67,,1588.28,1403.22,14.62,21.61,,2388.09,9048.36,1.3,47.31,521.81,2388.08,8134.01,8.4326,0.03,393.0,2388.0,100.0,38.77,23.3857,0.0,88.0
1.0,2017-03-25 12:00:00,0.0023,-0.0004,,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393.0,2388.0,100.0,38.95,23.4288,0.0,168.0
1.0,2017-06-25 12:00:00,0.0005,0.0004,100.0,518.67,642.38,1589.77,1409.35,14.62,21.61,554.59,2388.1,9049.61,1.3,47.52,521.22,2388.1,8126.12,8.4256,0.03,391.0,2388.0,100.0,38.73,23.1766,,76.0
1.0,2017-08-20 12:00:00,-0.0032,0.0002,100.0,518.67,642.97,1590.69,1425.27,14.62,21.61,552.13,2388.22,9048.82,1.3,47.9,520.11,2388.23,8121.64,,0.03,,,100.0,38.59,,0.0,20.0
1.0,2017-04-25 12:00:00,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391.0,2388.0,100.0,38.68,23.3408,0.0,137.0
1.0,2017-05-14 12:00:00,0.0009,-0.0004,100.0,518.67,641.96,1582.32,1394.82,14.62,21.61,553.6,2388.07,9042.32,1.3,47.22,521.77,2388.11,8130.13,8.4621,0.03,392.0,2388.0,100.0,,23.3521,0.0,118.0
1.0,2017-05-10 12:00:00,0.0016,-0.0003,100.0,518.67,642.21,1580.41,1403.09,14.62,21.61,554.06,2388.03,9046.09,1.3,47.3,521.72,2388.09,,8.423,0.03,391.0,2388.0,100.0,38.8,23.3881,0.0,122.0
1.0,2017-09-04 12:00:00,-0.0067,0.0003,100.0,518.67,643.75,1602.38,1422.78,14.62,21.61,551.94,2388.31,9037.91,1.3,48.0,519.79,2388.23,8117.69,8.5207,0.03,396.0,2388.0,100.0,38.51,22.9588,0.0,5.0
1.0,2017-07-21 12:00:00,-0.0005,-0.0003,100.0,518.67,642.77,1593.1,,14.62,,553.62,2388.13,9050.63,1.3,47.52,520.98,2388.11,8126.81,8.4419,0.03,393.0,2388.0,100.0,38.79,23.2305,0.0,50.0
1.0,2017-06-10 12:00:00,0.0017,0.0005,100.0,518.67,642.85,1589.11,1403.42,14.62,21.61,553.42,2388.15,9051.36,1.3,47.49,521.38,2388.05,8130.4,8.4561,0.03,393.0,2388.0,100.0,38.94,23.3653,0.0,91.0
1.0,2017-06-18 12:00:00,-0.0,0.0004,100.0,518.67,642.55,1590.01,1401.27,14.62,21.61,554.08,2388.13,9051.4,1.3,47.55,522.01,2388.12,8127.16,8.4638,0.03,393.0,2388.0,100.0,39.06,23.2951,0.0,83.0
1.0,2017-07-16 12:00:00,-0.0011,0.0001,100.0,518.67,642.79,1589.82,1413.34,14.62,21.61,,2388.11,9049.64,1.3,47.4,521.57,,8129.67,8.4208,0.03,392.0,2388.0,100.0,39.0,23.3664,,55.0
1.0,2017-03-15 12:00:00,-0.0018,-0.0003,100.0,518.67,642.43,1583.82,1402.13,14.62,21.61,553.64,2388.11,9052.22,1.3,47.3,522.5,2388.08,8127.56,8.4199,0.03,391.0,2388.0,100.0,38.99,23.35,0.0,178.0
1.0,2017-08-05 12:00:00,-0.0023,0.0001,100.0,518.67,642.88,1596.82,1410.09,14.62,21.61,553.19,2388.2,9049.22,,47.68,520.88,2388.22,8126.33,8.4368,0.03,394.0,2388.0,100.0,38.75,23.2894,0.0,35.0
1.0,2017-05-31 12:00:00,0.001,-0.0002,100.0,518.67,642.89,1590.03,1400.77,14.62,21.61,553.81,2388.14,9048.36,1.3,47.45,521.91,2388.05,8131.39,8.3982,0.03,392.0,2388.0,100.0,38.99,23.3522,0.0,101.0
1.0,2017-07-08 12:00:00,-0.0007,0.0002,100.0,518.67,642.7,1585.9,1412.25,14.62,21.61,552.66,2388.13,9042.97,1.3,47.46,521.49,2388.07,8125.29,8.3938,0.03,394.0,2388.0,100.0,38.71,23.3461,0.0,63.0
1.0,2017-03-14 12:00:00,0.0009,-0.0,100.0,518.67,642.35,1592.95,1399.16,14.62,21.61,554.48,2388.09,9047.37,1.3,47.44,521.67,2388.0,8134.43,8.3964,0.03,393.0,2388.0,100.0,39.18,23.3826,0.0,179.0
1.0,2017-07-14 12:00:00,0.003,,100.0,518.67,642.84,1584.72,1404.39,14.62,21.61,554.18,2388.06,9040.89,1.3,47.43,521.54,2388.11,8130.43,8.4469,0.03,393.0,2388.0,100.0,38.76,23.1699,0.0,57.0
1.0,2017-03-01 12:00:00,-0.0007,-0.0004,100.0,518.67,641.82,1589.7,1400.6,14.62,21.61,554.36,2388.06,9046.19,1.3,47.47,521.66,2388.02,8138.62,8.4195,0.03,392.0,,100.0,39.06,23.419,0.0,192.0
1.0,2017-08-26 12:00:00,,-0.0003,100.0,518.67,642.86,1592.56,1429.45,14.62,21.61,551.57,,9044.23,1.3,48.02,520.38,2388.18,8116.84,8.4947,0.03,,2388.0,100.0,38.77,,0.0,14.0
1.0,2017-06-28 12:00:00,-0.0024,0.0005,,518.67,,1593.78,1407.68,14.62,21.61,553.66,,9048.72,1.3,47.6,521.34,2388.1,8125.57,8.4029,0.03,393.0,2388.0,100.0,38.81,23.3061,0.0,73.0
1.0,2017-03-13 12:00:00,-0.0019,0.0004,100.0,518.67,643.07,1582.19,1400.83,14.62,21.61,553.44,2388.12,,1.3,47.38,521.85,2388.08,8128.1,8.4152,0.03,393.0,2388.0,100.0,38.93,23.2757,0.0,180.0
1.0,2017-08-30 12:00:00,0.0001,0.0001,100.0,518.67,643.24,1597.23,1419.03,,21.61,551.38,2388.21,9040.94,1.3,48.03,520.05,2388.23,8117.8,8.5041,0.03,396.0,2388.0,100.0,38.56,23.1302,0.0,10.0
1.0,2017-06-03 12:00:00,0.0019,0.0003,100.0,518.67,642.86,1577.6,1410.1,14.62,21.61,553.91,2388.02,9048.85,1.3,47.38,521.92,2388.02,8131.63,8.4575,0.03,394.0,2388.0,100.0,38.76,23.3269,0.0,98.0
1.0,2017-03-12 12:00:00,0.0016,0.0002,100.0,518.67,642.06,1583.41,1400.15,14.62,21.61,554.52,2388.09,9049.37,1.3,47.18,,2388.02,8134.25,8.3938,0.03,391.0,2388.0,100.0,39.06,23.366,0.0,181.0
1.0,2017-06-24 12:00:00,-0.002,-0.0003,100.0,518.67,642.64,1580.31,1401.99,14.62,21.61,554.4,2388.08,,1.3,47.43,521.6,2388.05,8134.46,8.4059,0.03,394.0,2388.0,100.0,,23.3512,0.0,77.0
1.0,2017-07-12 12:00:00,-0.0014,0.0,100.0,518.67,642.85,1583.62,1402.67,,21.61,553.2,2388.11,9046.16,1.3,47.75,521.52,2388.13,8131.3,8.4293,,393.0,2388.0,100.0,38.68,23.2833,0.0,59.0
1.0,2017-04-28 12:00:00,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392.0,2388.0,100.0,38.92,23.4444,0.0,134.0
1.0,2017-05-26 12:00:00,0.0,-0.0004,100.0,518.67,642.33,1586.69,1413.1,14.62,21.61,554.1,2388.14,9050.52,1.3,47.34,521.43,2388.06,8130.41,8.4326,0.03,391.0,2388.0,100.0,38.88,23.3402,0.0,106.0
1.0,2017-04-29 12:00:00,-0.001,,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,,393.0,2388.0,100.0,38.89,23.387,0.0,133.0
1.0,2017-07-15 12:00:00,-0.0011,0.0,100.0,518.67,642.43,1594.69,1405.15,14.62,21.61,553.39,2388.14,9040.55,1.3,47.89,521.63,2388.12,8128.81,8.449,0.03,394.0,2388.0,100.0,38.87,23.2593,0.0,56.0
1.0,,0.0013,0.0005,100.0,518.67,642.67,1596.8,1404.46,14.62,21.61,553.77,2388.1,9045.89,1.3,47.55,521.46,2388.09,8123.85,8.4194,0.03,394.0,2388.0,100.0,39.01,23.3188,0.0,74.0
1.0,2017-06-22 12:00:00,0.0003,0.0004,100.0,518.67,642.31,1588.42,1402.97,14.62,21.61,554.29,,9046.58,1.3,47.58,521.68,2388.15,,8.429,0.03,394.0,2388.0,100.0,38.89,23.3754,0.0,79.0
1.0,2017-03-18 12:00:00,-0.0031,-0.0001,100.0,518.67,642.62,1591.04,1396.12,14.62,21.61,554.2,2388.05,9049.55,1.3,47.21,521.76,2388.07,8132.73,8.4028,0.03,392.0,2388.0,100.0,38.89,23.3987,0.0,175.0
1.0,2017-03-22 12:00:00,0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,,2388.0,100.0,38.92,23.3792,0.0,171.0
1.0,2017-08-16 12:00:00,-0.0017,0.0004,100.0,518.67,643.2,1590.16,1418.05,14.62,21.61,552.71,2388.25,9055.18,1.3,,520.44,2388.18,8125.3,8.4767,0.03,394.0,2388.0,100.0,38.58,23.187,0.0,24.0
1.0,2017-07-26 12:00:00,0.001,-0.0004,100.0,518.67,643.02,1590.03,1411.89,14.62,21.61,552.84,2388.16,9040.93,1.3,47.49,521.08,2388.15,8124.48,8.4276,0.03,392.0,2388.0,100.0,38.77,23.2498,,45.0
1.0,2017-08-19 12:00:00,-0.0014,-0.0003,100.0,518.67,643.33,1591.71,1413.73,14.62,21.61,551.69,2388.24,,1.3,48.07,520.54,2388.26,8120.08,8.4595,0.03,393.0,2388.0,100.0,38.65,23.1585,0.0,21.0
1.0,2017-04-26 12:00:00,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392.0,2388.0,100.0,38.84,23.3567,0.0,136.0
1.0,2017-05-24 12:00:00,0.0025,0.0003,100.0,518.67,642.28,1590.12,1405.96,14.62,21.61,554.4,2388.01,9056.08,1.3,47.36,522.3,2388.05,8135.31,8.4499,0.03,392.0,2388.0,100.0,39.01,23.284,0.0,108.0
1.0,2017-08-31 12:00:00,0.0004,0.0003,100.0,518.67,644.07,1605.44,1432.52,14.62,21.61,551.0,2388.24,9047.91,1.3,48.07,519.77,2388.28,8115.61,8.5133,0.03,395.0,2388.0,100.0,38.43,23.0146,0.0,9.0
1.0,2017-03-05 12:00:00,-0.0019,-0.0002,100.0,,642.37,1582.85,1406.22,14.62,,554.0,2388.06,9055.15,1.3,47.28,522.19,2388.04,8133.8,8.4294,0.03,393.0,2388.0,100.0,38.9,23.4044,0.0,188.0
1.0,2017-03-16 12:00:00,0.0006,0.0005,100.0,518.67,642.13,1587.98,1404.5,14.62,21.61,553.94,2388.05,9049.34,1.3,47.24,521.49,2388.07,8136.11,8.3936,0.03,392.0,2388.0,100.0,38.97,23.455,0.0,177.0
1.0,2017-06-17 12:00:00,-0.0011,-0.0003,100.0,518.67,642.49,1586.45,1409.1,14.62,21.61,553.59,2388.1,9051.13,1.3,47.58,521.62,2388.11,8130.97,8.3757,0.03,394.0,2388.0,100.0,39.05,23.3561,0.0,84.0
1.0,2017-06-14 12:00:00,0.0,,100.0,518.67,642.68,1589.05,1404.45,14.62,21.61,553.6,2388.08,9049.82,1.3,47.44,521.51,2388.09,8126.38,8.4664,0.03,392.0,2388.0,100.0,39.08,23.4148,0.0,87.0
1.0,2017-04-24 12:00:00,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392.0,2388.0,100.0,39.06,23.3567,0.0,138.0
1.0,2017-07-07 12:00:00,-0.0033,0.0003,100.0,518.67,642.41,1591.33,1408.42,14.62,21.61,552.42,2388.09,9046.08,1.3,47.61,522.02,2388.13,,8.4681,0.03,393.0,2388.0,100.0,38.84,23.2656,0.0,64.0
1.0,2017-09-07 12:00:00,-0.0,-0.0004,100.0,518.67,643.34,1602.36,1425.77,14.62,21.61,550.92,2388.28,9042.76,1.3,48.15,519.57,2388.3,8114.61,8.5174,0.03,394.0,2388.0,100.0,38.45,23.1295,0.0,2.0
1.0,2017-07-18 12:00:00,-0.0006,-0.0001,100.0,,643.05,1590.89,1408.36,14.62,21.61,552.15,2388.17,9055.85,1.3,47.51,521.27,2388.05,8130.27,8.4397,0.03,393.0,2388.0,100.0,38.82,23.3704,0.0,53.0
1.0,2017-06-15 12:00:00,-0.0012,-0.0001,100.0,518.67,642.53,1595.13,1407.73,14.62,21.61,553.74,2388.07,9048.68,1.3,47.35,521.75,2388.07,8132.4,8.4241,0.03,396.0,2388.0,100.0,39.01,23.4086,0.0,86.0
1.0,,-0.0037,0.0001,100.0,518.67,643.04,1581.11,1405.23,14.62,21.61,554.81,2388.05,9045.9,1.3,47.22,522.07,2388.02,8129.71,8.421,0.03,392.0,2388.0,100.0,39.03,23.422,0.0,173.0
1.0,2017-08-02 12:00:00,-0.0033,0.0002,100.0,518.67,642.83,1590.4,1414.89,14.62,21.61,552.89,2388.16,9049.56,1.3,47.61,521.23,2388.17,,8.4729,0.03,394.0,2388.0,100.0,38.68,23.2749,0.0,38.0
,2017-05-15 12:00:00,-0.0015,0.0002,100.0,518.67,642.21,1589.21,1398.94,14.62,21.61,553.66,2388.02,9056.55,1.3,47.44,521.58,2388.03,8136.44,8.3996,0.03,390.0,2388.0,100.0,39.02,23.4428,0.0,117.0
1.0,2017-07-06 12:00:00,-0.0006,0.0003,100.0,518.67,642.47,1593.87,1407.06,14.62,21.61,552.74,2388.13,,1.3,47.62,521.96,2388.16,8132.08,8.4413,0.03,393.0,,100.0,38.85,23.2641,0.0,65.0
1.0,2017-06-01 12:00:00,0.0032,0.0002,100.0,518.67,642.85,1593.74,1408.48,14.62,21.61,554.07,2388.07,9047.87,,47.46,521.43,2388.08,8133.15,8.421,0.03,392.0,2388.0,100.0,38.86,23.2477,0.0,100.0
1.0,2017-05-02 12:00:00,,0.0002,100.0,518.67,642.6,1592.14,1395.38,14.62,21.61,553.48,2388.06,9049.96,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394.0,,100.0,38.77,23.3436,0.0,130.0
1.0,2017-03-23 12:00:00,0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,,2388.05,9046.28,1.3,47.25,,2388.05,8127.9,8.424,0.03,392.0,2388.0,100.0,38.94,23.4562,0.0,170.0
1.0,2017-05-21 12:00:00,-0.0012,0.0001,100.0,518.67,642.04,1589.07,1399.17,14.62,21.61,554.18,2388.1,9048.22,1.3,47.25,521.95,2388.03,8134.04,8.3986,0.03,393.0,2388.0,100.0,38.89,23.2713,0.0,111.0
1.0,2017-07-10 12:00:00,0.0032,-0.0001,100.0,518.67,643.19,1596.06,1405.76,14.62,21.61,553.16,2388.17,9044.04,1.3,47.56,521.64,2388.16,8128.92,8.4227,0.03,393.0,2388.0,100.0,38.53,23.3186,0.0,
1.0,2017-06-02 12:00:00,-0.0021,0.0002,100.0,518.67,642.45,1583.27,1404.94,14.62,,553.86,2388.15,9045.83,1.3,47.48,521.61,2388.07,8132.4,8.4524,,393.0,2388.0,100.0,38.85,23.3758,0.0,99.0
1.0,2017-05-04 12:00:00,-0.0,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392.0,2388.0,100.0,38.9,23.3752,0.0,128.0
1.0,2017-03-08 12:00:00,-0.0034,,100.0,518.67,642.56,1582.96,1400.97,14.62,21.61,553.85,2388.0,9040.8,1.3,47.24,522.47,2388.03,8131.07,8.4076,0.03,391.0,2388.0,100.0,38.97,23.3106,0.0,185.0
1.0,2017-07-22 12:00:00,0.0025,-0.0004,100.0,,643.09,1591.89,1405.76,14.62,21.61,553.77,2388.17,9049.33,1.3,47.57,521.11,2388.17,8125.47,8.4601,0.03,393.0,2388.0,100.0,38.75,23.2249,0.0,49.0
1.0,2017-08-25 12:00:00,-0.0001,0.0002,100.0,518.67,643.38,1605.33,1424.65,14.62,21.61,552.18,2388.23,9046.17,1.3,48.0,520.2,2388.2,8116.56,8.477,0.03,395.0,2388.0,100.0,38.65,23.177,0.0,15.0
1.0,2017-07-11 12:00:00,0.0032,,100.0,518.67,642.45,1592.64,1410.11,14.62,21.61,553.82,2388.11,9050.95,1.3,47.57,521.23,2388.09,8130.93,,0.03,394.0,2388.0,100.0,38.95,23.2521,0.0,60.0
1.0,2017-03-11 12:00:00,0.0018,-0.0003,100.0,518.67,642.28,1581.75,1400.64,14.62,21.61,554.54,2388.05,9049.61,1.3,47.15,521.4,,,8.434,0.03,392.0,2388.0,100.0,38.94,23.4787,0.0,182.0
1.0,2017-06-29 12:00:00,-0.0033,0.0004,100.0,518.67,642.63,1593.56,1411.9,14.62,21.61,,2388.07,9040.97,1.3,,521.3,2388.04,8133.94,8.4263,0.03,394.0,2388.0,100.0,38.63,,0.0,72.0
1.0,2017-08-10 12:00:00,0.0003,-0.0004,,518.67,642.85,1600.54,1421.09,14.62,21.61,552.41,2388.2,9049.24,1.3,47.89,520.3,2388.2,,8.5129,0.03,393.0,2388.0,100.0,38.65,23.1419,0.0,30.0
1.0,2017-06-12 12:00:00,-0.0001,0.0001,100.0,518.67,642.29,1590.63,1406.25,,21.61,553.66,2388.08,9044.73,1.3,47.34,522.38,2388.09,8131.89,8.4021,0.03,392.0,2388.0,100.0,38.96,23.3393,0.0,89.0
